704614122	20171107	201711	2017	2017.8411	BUS	COMPANY						BUS			CRI	COSTA RICA	CRI								1	073	073	07	2	7.4	5	1	5	2.98913043478261	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	1	Costa Rica	CS	CS		10	-84	CS	20171107111500	http://qcostarica.com/sysco-takes-complete-control-of-costa-ricas-mayca/
704614123	20171107	201711	2017	2017.8411	BUS	BUSINESS						BUS			CVL	CITIZEN						CVL			0	050	050	05	1	3.5	2	1	2	7.65391014975042	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20171107111500	http://europa.eu/rapid/press-release_IP-17-4363_en.htm
704614124	20171107	201711	2017	2017.8411	BUS	BUSINESS						BUS			CVL	CITIZEN						CVL			0	050	050	05	1	3.5	8	1	8	7.65391014975042	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20171107111500	http://europa.eu/rapid/press-release_IP-17-4363_en.htm
704614125	20171107	201711	2017	2017.8411	BUS	ENTREPRENEUR						BUS			GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	3.36081166772353	4	Catford, Lewisham, United Kingdom	UK	UKH6	40133	51.45	-0.016667	-2592086	4	Catford, Lewisham, United Kingdom	UK	UKH6	40133	51.45	-0.016667	-2592086	4	Catford, Lewisham, United Kingdom	UK	UKH6	40133	51.45	-0.016667	-2592086	20171107111500	http://www.growthbusiness.co.uk/serial-entrepreneur-jerry-brand-foundation-2552849/
704614126	20171107	201711	2017	2017.8411	BUS	COMPANIES						BUS			GHA	GHANA	GHA								0	010	010	01	1	0.0	5	1	5	1.50537634408602	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	20171107111500	http://allghananews.com/71834-vice-president-responds-to-former-president-mahama
704614127	20171107	201711	2017	2017.8411	BUS	BUSINESS						BUS			ISR	ISRAEL	ISR								0	040	040	04	1	1.0	1	1	1	0.30769230769231	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Israel	IS	IS		31.5	34.75	IS	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107111500	https://www.thesun.co.uk/news/4859057/priti-patel-apology-meeting-israel-pm-benjamin-netanyahu-boris-johnson/
704614128	20171107	201711	2017	2017.8411	BUS	INDUSTRY						BUS			ISR	ISRAELI	ISR								1	040	040	04	1	1.0	5	1	5	0.37174721189591	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	Israel	IS	IS		31.5	34.75	IS	20171107111500	http://arcticstartup.com/next-in-it-security-aggressive-defence/
704614129	20171107	201711	2017	2017.8411	BUS	BUSINESS						BUS			JUD	JUDGE						JUD			0	111	111	11	3	-2.0	6	1	6	3.2258064516129	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171107111500	http://www.comunicati.net/comunicati/aziende/moda/458552.html
704614130	20171107	201711	2017	2017.8411	BUS	CORPORATION						BUS			KWT	KUWAIT	KWT								1	042	042	04	1	1.9	5	1	5	-5.12820512820513	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171107111500	http://www.zawya.com/mena/en/story/Kuwaiti_oil_price_up_178_to_stand_at_5948_per_barrel-WAM20171107080022188/
704614131	20171107	201711	2017	2017.8411	BUS	INVESTOR						BUS			KWT	KUWAIT	KWT								1	071	071	07	2	7.4	1	1	1	0.31746031746032	1	Singapore	SN	SN		1.366667	103.8	SN	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20171107111500	https://economictimes.indiatimes.com/markets/stocks/news/etmarkets-morning-podcast-whats-buzzing-on-dalal-street-this-morning/articleshow/61544781.cms
704614132	20171107	201711	2017	2017.8411	BUS	COMPANIES						BUS			LAB	EMPLOYEE						LAB			1	040	040	04	1	1.0	10	1	10	0.75566750629723	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171107111500	http://indiatoday.intoday.in/story/india-today-conclave-next-2017-workplace-of-the-future/1/1084122.html
704614133	20171107	201711	2017	2017.8411	BUS	EMPLOYER						BUS			LAB	EMPLOYEE						LAB			0	090	090	09	2	-2.0	5	1	5	0.75566750629723	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171107111500	http://indiatoday.intoday.in/story/india-today-conclave-next-2017-workplace-of-the-future/1/1084122.html
704614134	20171107	201711	2017	2017.8411	BUS	COMPANIES						BUS			LAB	WORKER						LAB			1	130	130	13	3	-4.4	10	1	10	-3.35570469798657	4	Sasini, Central, Kenya	KE	KE01	18585	-0.522686	36.5367	-2262186	4	Sasini, Central, Kenya	KE	KE01	18585	-0.522686	36.5367	-2262186	4	Sasini, Central, Kenya	KE	KE01	18585	-0.522686	36.5367	-2262186	20171107111500	http://www.nation.co.ke/business/Tea-workers-call-off-strike/996-4176634-762l4r/
704614135	20171107	201711	2017	2017.8411	BUS	BUSINESS						BUS			MNCUSAMED	GOOGLE	USA					MNC	MED		1	013	013	01	1	0.4	5	1	5	-0.626959247648899	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107111500	https://www.theregister.co.uk/2017/11/07/google_on_commons_algorithm_inquiry/
704614136	20171107	201711	2017	2017.8411	BUS	BUSINESS						BUS			MNCUSAMED	GOOGLE	USA					MNC	MED		1	051	051	05	1	3.4	5	1	5	-0.626959247648899	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107111500	https://www.theregister.co.uk/2017/11/07/google_on_commons_algorithm_inquiry/
704614137	20171107	201711	2017	2017.8411	BUS	BANK						BUS			MUS	MAURITIUS	MUS								0	010	010	01	1	0.0	4	1	4	-2.3175965665236	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20171107111500	http://www.4-traders.com/GOLDMAN-SACHS-GROUP-12831/news/Goldman-Sachs-Men-Linked-to-1MDB-Financier-Failed-in-Bid-to-Buy-Bank-25454217/
704614138	20171107	201711	2017	2017.8411	BUS	BANK						BUS			MUS	MAURITIUS	MUS								0	036	036	03	1	4.0	4	1	4	-2.3175965665236	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20171107111500	http://www.4-traders.com/GOLDMAN-SACHS-GROUP-12831/news/Goldman-Sachs-Men-Linked-to-1MDB-Financier-Failed-in-Bid-to-Buy-Bank-25454217/
704614139	20171107	201711	2017	2017.8411	BUS	COMPANY						BUS			MYS	MALAYSIA	MYS								0	071	071	07	2	7.4	2	1	2	2.4330900243309	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171107111500	http://www.finsmes.com/2017/11/ripio-credit-network-token-sale-reaches-37m.html
704614140	20171107	201711	2017	2017.8411	BUS	BUSINESS						BUS			SGP	SINGAPORE	SGP								1	062	062	06	2	7.4	2	1	2	4.03857745629897	1	Norway	NO	NO		62	10	NO	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171107111500	http://scandasia.com/anita-nergaard-the-new-norwegian-ambassador-in-singapore/
704614141	20171107	201711	2017	2017.8411	BUS	BUSINESS						BUS			SGP	SINGAPORE	SGP								1	062	062	06	2	7.4	8	1	8	4.03857745629897	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171107111500	http://scandasia.com/anita-nergaard-the-new-norwegian-ambassador-in-singapore/
704614142	20171107	201711	2017	2017.8411	BUS	INDUSTRY						BUS			SWE	GOTHENBURG	SWE								1	040	040	04	1	1.0	5	1	5	3.31125827814569	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171107111500	http://arcticstartup.com/conor-gets-an-exit-as-linkopings-anacatum-is-acquired-by-gothenburgs-fingerprint-cards/
704614143	20171107	201711	2017	2017.8411	BUS	COMPANY						BUS			TZA	TANZANIAN	TZA								0	030	030	03	1	4.0	4	1	4	-3.88978930307942	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171107111500	http://www.cnn.com/2017/11/07/africa/magufuli-crackdown/
704614144	20171107	201711	2017	2017.8411	BUS	COMPANY						BUS			TZAGOV	TANZANIAN	TZA					GOV			0	030	030	03	1	4.0	6	1	6	-3.88978930307942	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171107111500	http://www.cnn.com/2017/11/07/africa/magufuli-crackdown/
704614145	20171107	201711	2017	2017.8411	BUSSPY	BUSINESS						BUS	SPY												1	062	062	06	2	7.4	10	1	10	1.29589632829374	0								0								0								20171107111500	http://www.bi-me.com/main.php?id=73738&t=1
704614146	20171107	201711	2017	2017.8411	CAN	MARITIMES	CAN																		1	010	010	01	1	0.0	5	1	5	-5.45454545454545	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20171107111500	https://sherbrooktimes.com/counter-terrorism-operation-in-progress-in-the-ile-de-france-and-marseille/33795
704614147	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	017	017	01	1	0.0	4	1	4	-5.52995391705069	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20171107111500	https://www.insidebelleville.com/news-story/7804643-air-force-admits-fault-in-reporting-shooter-s-past-crimes/
704614148	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	020	020	02	1	3.0	2	1	2	-0.68610634648371	4	Prince George, British Columbia, Canada	CA	CA02	154724	53.9167	-122.767	-571732	0								4	Prince George, British Columbia, Canada	CA	CA02	154724	53.9167	-122.767	-571732	20171107111500	http://gearsofbiz.com/b-c-liberal-leadership-candidates-debate-rural-development-opioid-crisis/178696
704614149	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	043	043	04	1	2.8	7	1	7	1.53256704980843	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20171107111500	https://www.insidebelleville.com/news-story/7807149-former-alberta-ministers-promote-legal-pot-sector/
704614150	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	043	043	04	1	2.8	2	1	2	-5.52995391705069	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171107111500	https://www.insidebelleville.com/news-story/7804643-air-force-admits-fault-in-reporting-shooter-s-past-crimes/
704614151	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	043	043	04	1	2.8	2	1	2	1.8450184501845	3	Binghamton, New York, United States	US	USNY	NY007	42.0987	-75.918	943985	0								1	Canada	CA	CA		60	-96	CA	20171107111500	https://www.insidebelleville.com/whatson-story/7807140-jonathan-cheban-wants-to-change-name/
704614152	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	051	051	05	1	3.4	4	1	4	-0.15974440894569	4	Three Hills, Alberta, Canada	CA	CA01	154724	51.7	-113.267	-574769	0								4	Three Hills, Alberta, Canada	CA	CA01	154724	51.7	-113.267	-574769	20171107111500	http://www.rockyviewweekly.com/article/Kenney-wins-United-Conservative-Party-leadership-20171107
704614153	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	0841	084	08	2	7.0	7	1	7	1.53256704980843	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20171107111500	https://www.insidebelleville.com/news-story/7807149-former-alberta-ministers-promote-legal-pot-sector/
704614154	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	0841	084	08	2	7.0	7	1	7	-5.6159420289855	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171107111500	https://www.insidebelleville.com/news-story/7807153-include-victims-in-justice-reforms-ombudsman/
704614155	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	0841	084	08	2	7.0	2	1	2	-5.52995391705069	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171107111500	https://www.insidebelleville.com/news-story/7804643-air-force-admits-fault-in-reporting-shooter-s-past-crimes/
704614156	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	0841	084	08	2	7.0	2	1	2	1.8450184501845	3	Binghamton, New York, United States	US	USNY	NY007	42.0987	-75.918	943985	0								3	Binghamton, New York, United States	US	USNY	NY007	42.0987	-75.918	943985	20171107111500	https://www.insidebelleville.com/whatson-story/7807140-jonathan-cheban-wants-to-change-name/
704614157	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	110	110	11	3	-2.0	2	1	2	-0.42643923240938	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171107111500	http://www.cbc.ca/news/politics/grenier-surrey-scarborough-byelections-1.4389399
704614158	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	110	110	11	3	-2.0	2	1	2	-0.42643923240938	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								1	China	CH	CH		35	105	CH	20171107111500	http://www.cbc.ca/news/politics/grenier-surrey-scarborough-byelections-1.4389399
704614159	20171107	201711	2017	2017.8411	CAN	CALGARY	CAN																		1	129	129	12	3	-5.0	10	1	10	0.25906735751295	0								0								0								20171107111500	http://www.rockyviewweekly.com/article/Changes-made-to-Municipal-Government-Act-20171107
704614160	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	181	181	18	4	-9.0	7	1	7	1.53256704980843	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20171107111500	https://www.insidebelleville.com/news-story/7807149-former-alberta-ministers-promote-legal-pot-sector/
704614161	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	181	181	18	4	-9.0	7	1	7	-5.6159420289855	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171107111500	https://www.insidebelleville.com/news-story/7807153-include-victims-in-justice-reforms-ombudsman/
704614162	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	181	181	18	4	-9.0	2	1	2	-5.52995391705069	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171107111500	https://www.insidebelleville.com/news-story/7804643-air-force-admits-fault-in-reporting-shooter-s-past-crimes/
704614163	20171107	201711	2017	2017.8411	CAN	CANADA	CAN																		0	181	181	18	4	-9.0	2	1	2	1.8450184501845	3	Binghamton, New York, United States	US	USNY	NY007	42.0987	-75.918	943985	0								1	Canada	CA	CA		60	-96	CA	20171107111500	https://www.insidebelleville.com/whatson-story/7807140-jonathan-cheban-wants-to-change-name/
704614164	20171107	201711	2017	2017.8411	CAN	CANADA	CAN								CANGOV	CANADA	CAN					GOV			0	012	012	01	1	-0.4	4	1	4	-0.68610634648371	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171107111500	http://gearsofbiz.com/b-c-liberal-leadership-candidates-debate-rural-development-opioid-crisis/178696
704614165	20171107	201711	2017	2017.8411	CAN	CANADA	CAN								CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	4	1	4	-1.86480186480186	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171107111500	http://www.friedlnews.com/article/global-experts-call-for-action-on-vaccination-apathy-and-more-protection-for-older-adults-against
704614166	20171107	201711	2017	2017.8411	CAN	CANADA	CAN								HLH	DOCTOR						HLH			0	120	120	12	3	-4.0	4	1	4	0.29211295034079	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171107111500	http://www.cbc.ca/news/canada/manitoba/doctors-advocacy-groups-address-proposed-law-protecting-those-who-object-to-assisted-dying-1.4390679
704614167	20171107	201711	2017	2017.8411	CANELI	VANCOUVER	CAN					ELI													0	012	012	01	1	-0.4	3	1	3	-0.68610634648371	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171107111500	http://gearsofbiz.com/b-c-liberal-leadership-candidates-debate-rural-development-opioid-crisis/178696
704614168	20171107	201711	2017	2017.8411	CANELI	VANCOUVER	CAN					ELI													0	020	020	02	1	3.0	3	1	3	-0.68610634648371	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171107111500	http://gearsofbiz.com/b-c-liberal-leadership-candidates-debate-rural-development-opioid-crisis/178696
704614169	20171107	201711	2017	2017.8411	CANHLH	ONTARIO	CAN					HLH			OPP	OBJECTOR						OPP			0	020	020	02	1	3.0	5	1	5	0.29211295034079	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171107111500	http://www.cbc.ca/news/canada/manitoba/doctors-advocacy-groups-address-proposed-law-protecting-those-who-object-to-assisted-dying-1.4390679
704614170	20171107	201711	2017	2017.8411	CHL	SANTIAGO	CHL								ELIMIL	RETIRED						ELI	MIL		1	111	111	11	3	-2.0	10	1	10	-4.38144329896907	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	https://www.thestar.com.my/news/world/2017/11/07/philippine-drugs-board-chief-quits-after-contradicting-duterte/
704614171	20171107	201711	2017	2017.8411	CHN	CHINA	CHN																		1	030	030	03	1	4.0	4	1	4	2.12765957446808	4	Xizhou, Zhejiang, China	CH	CH02	13320	29.4789	121.673	-1934630	0								4	Xizhou, Zhejiang, China	CH	CH02	13320	29.4789	121.673	-1934630	20171107111500	http://news.xinhuanet.com/english/2017-11/07/c_136734373.htm
704614172	20171107	201711	2017	2017.8411	CHN	CHINA	CHN																		1	042	042	04	1	1.9	10	1	10	2.12765957446808	4	Xizhou, Zhejiang, China	CH	CH02	13320	29.4789	121.673	-1934630	0								4	Xizhou, Zhejiang, China	CH	CH02	13320	29.4789	121.673	-1934630	20171107111500	http://news.xinhuanet.com/english/2017-11/07/c_136734373.htm
704614173	20171107	201711	2017	2017.8411	CHN	CHINESE	CHN																		1	051	051	05	1	3.4	1	1	1	2.28802153432032	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20171107111500	http://www.reuters.com/article/us-trump-asia-china-popularity/chinese-fans-prepare-to-welcome-rich-powerful-free-spirit-trump-idUSKBN1D71BW
704614174	20171107	201711	2017	2017.8411	CHN	CHINESE	CHN																		1	181	181	18	4	-9.0	10	1	10	-1.64424514200299	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20171107111500	http://www.bi-me.com/main.php?id=73739&t=1
704614175	20171107	201711	2017	2017.8411	CHN	CHINA	CHN								ARM	ARMENIAN	ARM								1	030	030	03	1	4.0	4	1	4	5.71428571428571	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171107111500	http://www.thesundaily.my/news/2017/11/07/prince-charles-kindness-touches-peoples-hearts
704614176	20171107	201711	2017	2017.8411	CHN	CHINA	CHN								AUS	VICTORIA	AUS								1	020	020	02	1	3.0	4	1	4	7.03125	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171107111500	http://www.express.co.uk/life-style/life/876476/Victoria-Secret-Candice-Swanepoel-Model-Instagram
704614177	20171107	201711	2017	2017.8411	CHN	HANGZHOU	CHN								BUS	COMPANIES						BUS			0	043	043	04	1	2.8	5	1	5	0.7035175879397	1	Japan	JA	JA		36	138	JA	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Japan	JA	JA		36	138	JA	20171107111500	https://www.openpr.com/news/805353/Rapid-Advancements-will-boost-Mono-DiGlycerides-Market-Size-Further-2017-2025.html
704614178	20171107	201711	2017	2017.8411	CHN	CHINA	CHN								BUS	BUSINESS						BUS			1	071	071	07	2	7.4	1	1	1	0.12836970474968	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171107111500	https://www.openpr.com/news/805373/Trends-Forecasts-on-Dental-Device-with-Focus-on-Digital-Dentistry-Market-Size-2017-2021.html
